correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
1,"This video features board game, but not truck",This video does not feature board game,This video features board game,This video does not feature video game,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9336.mp4
0,This video features talking and men,This video features friendship,"This video features friendship, but not men",This video does not feature talking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8829.mp4
2,This video features violence,"This video features violence, but not talking","This video features talking, but not violence",This video does not feature news,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7755.mp4
0,"This video features comedy, but not tragedy","This video features tragedy, but not comedy",This video does not feature tv show,This video features tragedy,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8337.mp4
1,This video does not feature woman,This video does not feature music,"This video features music, but not planets",This video features music,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7577.mp4
0,This video does not feature singing,This video features singing,"This video features singing, but not talking",This video does not feature woman,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9011.mp4
3,This video features sports,This video does not feature spongebob,"This video features sports, but not walking",This video does not feature sports,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7835.mp4
1,This video features walk,This video does not feature walk,This video does not feature cement truck,"This video features walk, but not driving",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8070.mp4
1,"This video features fighting, but not hugging",This video features talking and hugging,This video does not feature talking,This video features fighting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8922.mp4
0,This video features couple and vacation,This video does not feature couple,"This video features ziplining, but not vacation",This video features ziplining,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9253.mp4
1,This video does not feature singing,"This video features children, but not rapping","This video features rapping, but not children",This video features rapping,hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8447.mp4
3,This video does not feature interview,This video features violence,"This video features violence, but not bollywood","This video features bollywood, but not violence",hybrid,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8453.mp4
0,This video features ferrari and driving,This video does not feature ferrari,This video features music,"This video features music, but not driving",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9535.mp4
3,This video features piano,This video does not feature cartoon,"This video features piano, but not singing",This video does not feature piano,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7178.mp4
1,This video features film,This video does not feature film,"This video features film, but not woody allen",This video does not feature interview,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9885.mp4
2,This video does not feature woman,This video features happy,This video does not feature happy,"This video features happy, but not walking",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9237.mp4
3,This video does not feature talking,"This video features television, but not froot loops",This video features television,This video features talking and froot loops,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9419.mp4
3,"This video features fighting, but not talking",This video features fighting,This video does not feature interview,This video features interview and talking,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7349.mp4
1,This video does not feature people,This video features people and talking,"This video features fighting, but not talking",This video features fighting,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7698.mp4
0,This video does not feature tennis,This video features tennis,This video does not feature basketball,"This video features tennis, but not dunk",negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9018.mp4
0,This video features minecraft and playing,This video does not feature minecraft,"This video features war, but not playing",This video features war,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7792.mp4
1,"This video features music, but not news",This video does not feature music,This video features music,This video does not feature interview,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8650.mp4
2,This video does not feature movie,This video features love,This video features movie and fighting,"This video features love, but not fighting",positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9919.mp4
3,This video does not feature tv show,This video features tennis,"This video features tennis, but not mma sports",This video features tv show and mma sports,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8120.mp4
3,This video does not feature video game,This video features fishing,"This video features fishing, but not driving",This video does not feature fishing,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video7445.mp4
3,This video does not feature talking,This video features silent,"This video features silent, but not recording",This video features talking and recording,positive,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video8456.mp4
3,"This video features hotdog, but not serving",This video does not feature hamburger,This video features hotdog,This video does not feature hotdog,negative,/data/healthy-ml/scratch/kumail/projects/cs/negation/synthetic_dataset/negation_processing_scripts/data/video/MSRVTT/videos/all/video9015.mp4
